1     0.232928
2     0.216448
3     0.232768
4     0.21376
5     0.21728
6     0.211872
7     0.230112
8     0.253824
9     0.256352
10     0.301056
11     0.414016
12     0.516896
13     1.00141
14     2.75878
15     10.0378
